gender,race/ethnicity,lunch,test preparation course,math score,reading score,writing score,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,score_category_math_Advanced,score_category_math_Elementary,score_category_math_Intermediate,score_category_math_Master,score_category_reading_Advanced,score_category_reading_Elementary,score_category_reading_Intermediate,score_category_reading_Master,score_category_writing_Advanced,score_category_writing_Elementary,score_category_writing_Intermediate,score_category_writing_Master
1,3,0,0,61.0,47.0,56.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,0,60.0,75.0,74.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,1,64.0,53.0,57.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,0,0,1,79.0,82.0,82.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,0,0,0,65.0,85.0,76.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,1,0,64.0,64.0,70.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,83.0,83.0,90.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,2,1,0,81.0,88.0,90.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,1,1,0,54.0,64.0,68.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,1,68.0,64.0,66.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,54.0,48.0,52.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,1,59.0,78.0,76.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,1,1,0,66.0,69.0,68.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,0,76.0,71.0,72.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,3,1,0,74.0,79.0,82.0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,1,1,1,94.0,87.0,92.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
1,2,0,0,63.0,61.0,54.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,1,95.0,89.0,92.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
0,3,0,0,40.0,59.0,54.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,1,1,0,82.0,82.0,80.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1,0,1,0,68.0,70.0,66.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,0,0,55.0,59.0,54.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,79.0,78.0,77.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,2,1,0,86.0,92.0,87.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
1,3,1,0,76.0,71.0,73.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,1,0,64.0,50.0,43.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
1,3,0,0,62.0,49.0,52.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,1,54.0,61.0,62.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,1,0,1,77.0,97.0,94.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,2,1,1,76.0,87.0,85.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
0,3,1,0,74.0,89.0,84.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,4,1,1,66.0,74.0,73.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,1,66.0,78.0,78.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
0,1,0,1,67.0,78.0,79.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,3,1,0,71.0,49.0,52.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,91.0,86.0,84.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
1,3,1,0,69.0,58.0,57.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,0,54.0,59.0,50.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,1,53.0,52.0,49.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,0,68.0,60.0,59.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,1,56.0,61.0,60.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,0,36.0,53.0,43.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,3,0,0,29.0,41.0,47.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,2,1,0,62.0,74.0,70.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,1,68.0,67.0,73.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,47.0,54.0,53.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,1,62.0,61.0,58.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,1,79.0,88.0,94.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,1,1,1,73.0,69.0,68.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,1,66.0,83.0,83.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,2,1,1,51.0,60.0,58.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,0,51.0,66.0,62.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,1,85.0,66.0,71.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,0,1,1,97.0,92.0,86.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,2,1,1,75.0,69.0,68.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,0,1,79.0,82.0,80.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,2,1,0,81.0,77.0,79.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,3,1,0,82.0,95.0,89.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
0,3,1,0,64.0,63.0,66.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,4,0,1,78.0,83.0,80.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
0,0,1,1,92.0,100.0,97.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1,2,1,1,72.0,67.0,64.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,0,62.0,67.0,64.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,0,79.0,72.0,69.0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,2,0,0,79.0,76.0,65.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
1,1,0,1,87.0,90.0,88.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,1,1,0,40.0,48.0,50.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,3,0,0,77.0,62.0,64.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,4,1,0,53.0,45.0,40.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,2,0,0,32.0,39.0,33.0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
0,2,1,1,55.0,72.0,79.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1,2,0,0,61.0,67.0,66.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,0,0,53.0,70.0,70.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,73.0,66.0,62.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,1,74.0,75.0,79.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,2,1,0,63.0,74.0,74.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,1,96.0,90.0,92.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
0,3,0,1,63.0,80.0,80.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1,1,0,0,48.0,51.0,46.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,0,48.0,43.0,45.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
0,4,0,1,92.0,100.0,100.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,3,0,1,61.0,71.0,78.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1,1,0,0,63.0,48.0,47.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,0,0,68.0,68.0,67.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,1,71.0,75.0,70.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,0,91.0,96.0,92.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,2,1,0,53.0,62.0,56.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,1,50.0,66.0,64.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,0,74.0,81.0,71.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,0,1,40.0,55.0,53.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,0,1,1,61.0,51.0,52.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,81.0,91.0,89.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
0,1,0,1,48.0,56.0,58.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,0,53.0,61.0,68.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,0,81.0,97.0,96.0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True
0,4,1,0,77.0,79.0,80.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
0,3,0,0,63.0,73.0,78.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,3,1,1,73.0,75.0,80.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,3,1,0,69.0,77.0,77.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,1,0,65.0,76.0,76.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,0,1,0,55.0,73.0,73.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,0,44.0,63.0,62.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,2,1,0,54.0,64.0,65.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,1,0,48.0,66.0,65.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,0,58.0,57.0,54.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,0,71.0,62.0,50.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,4,1,0,68.0,68.0,64.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,0,74.0,76.0,73.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,2,1,1,92.0,100.0,99.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,2,1,1,56.0,79.0,72.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,1,0,0,30.0,29.0,25.875,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1,0,1,0,53.0,54.0,48.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,0,69.0,77.0,73.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,3,1,0,65.0,82.0,81.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
0,3,1,0,54.0,60.0,63.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,29.0,29.0,30.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
0,4,1,0,76.0,78.0,80.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
1,3,0,0,60.0,57.0,51.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,0,1,84.0,89.0,90.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,1,0,75.0,72.0,62.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,85.0,84.0,82.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,2,0,0,40.0,58.0,54.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,4,1,0,61.0,64.0,62.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,58.0,63.0,65.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,0,1,69.0,60.0,63.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,58.0,59.0,66.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,1,1,94.0,90.0,91.0,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
0,2,1,0,65.0,77.0,74.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,1,0,82.0,93.0,93.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,2,1,0,60.0,68.0,72.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,0,37.0,45.0,38.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1,3,1,0,88.0,78.0,83.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,3,1,0,95.0,81.0,84.0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
1,2,0,1,65.0,73.0,68.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,0,35.0,61.0,54.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,1,0,0,62.0,63.0,56.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,1,58.0,51.0,52.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,1,100.0,96.0,86.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
0,4,0,0,61.0,58.0,62.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,1,100.0,97.0,99.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
1,1,0,1,69.0,70.0,63.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,61.0,48.0,46.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,0,0,49.0,57.0,46.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,1,44.0,51.0,55.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False
1,3,1,0,67.0,64.0,70.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,0,79.0,60.0,65.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,1,1,1,66.0,74.0,81.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,2,1,0,75.0,88.0,85.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,3,1,0,84.0,84.0,80.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
1,0,1,0,71.0,74.0,64.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,0,1,67.0,80.0,81.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,3,1,1,80.0,92.0,88.0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
1,4,1,0,86.0,76.0,74.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,3,1,0,76.0,74.0,73.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,3,1,0,41.0,52.0,51.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
0,3,0,1,74.0,88.0,90.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,1,0,0,72.0,81.0,79.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
0,4,1,1,74.0,79.0,80.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,1,1,0,70.0,65.0,60.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,1,65.0,81.0,81.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,3,1,0,59.0,70.0,65.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,0,0,64.0,62.0,68.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,50.0,53.0,55.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,1,69.0,79.0,81.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1,2,0,1,51.0,56.0,53.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,0,1,1,68.0,80.0,76.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,3,1,1,85.0,86.0,98.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
0,0,1,1,65.0,70.0,74.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,1,0,73.0,79.0,79.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
0,1,1,0,62.0,67.0,67.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,2,0,0,77.0,67.0,64.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,3,1,0,69.0,66.0,61.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,0,43.0,60.0,58.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,3,1,0,90.0,87.0,85.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,0,0,74.0,77.0,73.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1,2,1,0,73.0,66.0,63.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,0,55.0,71.0,69.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,65.0,69.0,67.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,80.0,63.0,63.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
0,2,0,1,50.0,60.0,60.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,1,63.0,73.0,71.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,0,0,77.0,85.0,87.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
1,2,1,0,73.0,74.0,61.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,1,81.0,72.0,77.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
0,2,0,0,66.0,76.0,68.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,3,0,0,52.0,57.0,50.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,1,0,69.0,78.0,76.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,1,1,65.0,84.0,84.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,3,1,1,69.0,77.0,78.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,1,1,1,50.0,64.0,66.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,1,73.0,78.0,76.0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,1,1,70.0,82.0,76.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
1,3,0,0,81.0,75.0,78.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,3,0,0,63.0,61.0,60.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,0,67.0,72.0,74.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,0,60.0,68.0,60.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,1,0,62.0,55.0,54.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,2,0,1,29.0,40.0,44.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False
1,1,1,1,62.0,66.0,68.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,1,94.0,99.0,100.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,4,1,1,85.0,75.0,68.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
1,3,0,0,77.0,78.0,73.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,53.0,58.0,44.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,4,0,0,93.0,90.0,83.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
0,2,1,0,49.0,53.0,53.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,0,0,73.0,76.0,78.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,2,0,1,66.0,74.0,81.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,3,1,0,77.0,77.0,73.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
0,2,1,0,49.0,63.0,56.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,0,79.0,89.0,86.0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,2,1,1,75.0,82.0,90.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,0,1,0,59.0,72.0,70.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,3,1,1,57.0,78.0,79.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,2,0,0,66.0,66.0,59.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,4,1,1,79.0,81.0,82.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,1,1,0,57.0,67.0,72.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,0,1,1,87.0,84.0,87.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,3,1,0,63.0,64.0,67.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,0,1,59.0,63.0,64.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
1,0,0,0,62.0,72.0,65.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,46.0,34.0,36.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
1,2,1,0,66.0,59.0,52.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,1,0,89.0,87.0,79.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,3,0,1,42.0,61.0,58.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
1,2,1,1,93.0,84.0,90.0,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
0,4,1,1,80.0,85.0,85.0,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
0,3,1,0,98.0,100.0,99.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
1,3,1,0,81.0,81.0,84.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0,1,1,1,60.0,70.0,74.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,1,0,1,76.0,94.0,87.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
1,2,1,1,73.0,78.0,72.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,2,1,1,96.0,96.0,99.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,2,1,0,76.0,76.0,74.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,4,0,1,91.0,73.0,80.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,2,0,0,62.0,72.0,70.0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,3,0,1,55.0,59.0,59.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,1,0,1,74.0,90.0,88.0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
1,2,1,0,50.0,48.0,42.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,1,1,0,47.0,43.0,41.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
1,4,1,1,81.0,74.0,71.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
0,4,1,1,65.0,75.0,77.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1,4,1,1,68.0,51.0,57.0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
0,3,0,0,73.0,92.0,84.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,2,1,0,53.0,39.0,37.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
0,1,0,1,68.0,77.0,80.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
