,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,score_category_math,score_category_reading,score_category_writing
597,male,group A,some high school,standard,none,53.0,54.0,48.0,Intermediate,Intermediate,Intermediate
598,female,group D,high school,standard,none,69.0,77.0,73.0,Intermediate,Advanced,Intermediate
599,female,group D,some high school,standard,none,65.0,82.0,81.0,Intermediate,Advanced,Advanced
600,female,group D,master's degree,standard,none,54.0,60.0,63.0,Intermediate,Intermediate,Intermediate
601,female,group C,high school,standard,none,29.0,29.0,30.0,Elementary,Elementary,Elementary
602,female,group E,some college,standard,none,76.0,78.0,80.0,Advanced,Advanced,Advanced
603,male,group D,high school,free/reduced,none,60.0,57.0,51.0,Intermediate,Intermediate,Intermediate
604,male,group D,master's degree,free/reduced,completed,84.0,89.0,90.0,Advanced,Advanced,Advanced
605,male,group C,some high school,standard,none,75.0,72.0,62.0,Intermediate,Intermediate,Intermediate
606,female,group C,associate's degree,standard,none,85.0,84.0,82.0,Advanced,Advanced,Advanced
607,female,group C,master's degree,free/reduced,none,40.0,58.0,54.0,Elementary,Intermediate,Intermediate
608,female,group E,some college,standard,none,61.0,64.0,62.0,Intermediate,Intermediate,Intermediate
609,female,group B,associate's degree,standard,none,58.0,63.0,65.0,Intermediate,Intermediate,Intermediate
610,male,group D,some college,free/reduced,completed,69.0,60.0,63.0,Intermediate,Intermediate,Intermediate
611,female,group C,some college,standard,none,58.0,59.0,66.0,Intermediate,Intermediate,Intermediate
612,male,group C,bachelor's degree,standard,completed,94.0,90.0,91.0,Master,Advanced,Master
613,female,group C,associate's degree,standard,none,65.0,77.0,74.0,Intermediate,Advanced,Intermediate
614,female,group A,associate's degree,standard,none,82.0,93.0,93.0,Advanced,Master,Master
615,female,group C,high school,standard,none,60.0,68.0,72.0,Intermediate,Intermediate,Intermediate
616,female,group E,bachelor's degree,standard,none,37.0,45.0,38.0,Elementary,Elementary,Elementary
617,male,group D,bachelor's degree,standard,none,88.0,78.0,83.0,Advanced,Advanced,Advanced
618,male,group D,master's degree,standard,none,95.0,81.0,84.0,Master,Advanced,Advanced
619,male,group C,associate's degree,free/reduced,completed,65.0,73.0,68.0,Intermediate,Intermediate,Intermediate
620,female,group C,high school,free/reduced,none,35.0,61.0,54.0,Elementary,Intermediate,Intermediate
621,male,group B,bachelor's degree,free/reduced,none,62.0,63.0,56.0,Intermediate,Intermediate,Intermediate
622,male,group C,high school,free/reduced,completed,58.0,51.0,52.0,Intermediate,Intermediate,Intermediate
623,male,group A,some college,standard,completed,100.0,96.0,86.0,Master,Master,Advanced
624,female,group E,bachelor's degree,free/reduced,none,61.0,58.0,62.0,Intermediate,Intermediate,Intermediate
625,male,group D,some college,standard,completed,100.0,97.0,99.0,Master,Master,Master
626,male,group B,associate's degree,free/reduced,completed,69.0,70.0,63.0,Intermediate,Intermediate,Intermediate
627,male,group D,associate's degree,standard,none,61.0,48.0,46.0,Intermediate,Intermediate,Intermediate
628,male,group D,some college,free/reduced,none,49.0,57.0,46.0,Intermediate,Intermediate,Intermediate
629,female,group C,some high school,standard,completed,44.0,51.0,55.0,Elementary,Intermediate,Intermediate
630,male,group D,some college,standard,none,67.0,64.0,70.0,Intermediate,Intermediate,Intermediate
631,male,group B,high school,standard,none,79.0,60.0,65.0,Advanced,Intermediate,Intermediate
632,female,group B,bachelor's degree,standard,completed,66.0,74.0,81.0,Intermediate,Intermediate,Advanced
633,female,group C,high school,standard,none,75.0,88.0,85.0,Intermediate,Advanced,Advanced
634,male,group D,some high school,standard,none,84.0,84.0,80.0,Advanced,Advanced,Advanced
635,male,group A,high school,standard,none,71.0,74.0,64.0,Intermediate,Intermediate,Intermediate
636,female,group B,high school,free/reduced,completed,67.0,80.0,81.0,Intermediate,Advanced,Advanced
637,female,group D,some high school,standard,completed,80.0,92.0,88.0,Advanced,Master,Advanced
638,male,group E,some college,standard,none,86.0,76.0,74.0,Advanced,Advanced,Intermediate
639,female,group D,associate's degree,standard,none,76.0,74.0,73.0,Advanced,Intermediate,Intermediate
640,male,group D,high school,standard,none,41.0,52.0,51.0,Elementary,Intermediate,Intermediate
641,female,group D,associate's degree,free/reduced,completed,74.0,88.0,90.0,Intermediate,Advanced,Advanced
642,female,group B,some high school,free/reduced,none,72.0,81.0,79.0,Intermediate,Advanced,Advanced
643,female,group E,high school,standard,completed,74.0,79.0,80.0,Intermediate,Advanced,Advanced
644,male,group B,high school,standard,none,70.0,65.0,60.0,Intermediate,Intermediate,Intermediate
645,female,group B,bachelor's degree,standard,completed,65.0,81.0,81.0,Intermediate,Advanced,Advanced
646,female,group D,associate's degree,standard,none,59.0,70.0,65.0,Intermediate,Intermediate,Intermediate
647,female,group E,high school,free/reduced,none,64.0,62.0,68.0,Intermediate,Intermediate,Intermediate
648,female,group B,high school,standard,none,50.0,53.0,55.0,Intermediate,Intermediate,Intermediate
649,female,group D,some college,standard,completed,69.0,79.0,81.0,Intermediate,Advanced,Advanced
650,male,group C,some high school,free/reduced,completed,51.0,56.0,53.0,Intermediate,Intermediate,Intermediate
651,female,group A,high school,standard,completed,68.0,80.0,76.0,Intermediate,Advanced,Advanced
652,female,group D,some college,standard,completed,85.0,86.0,98.0,Advanced,Advanced,Master
653,female,group A,associate's degree,standard,completed,65.0,70.0,74.0,Intermediate,Intermediate,Intermediate
654,female,group B,some high school,standard,none,73.0,79.0,79.0,Intermediate,Advanced,Advanced
655,female,group B,some college,standard,none,62.0,67.0,67.0,Intermediate,Intermediate,Intermediate
656,male,group C,associate's degree,free/reduced,none,77.0,67.0,64.0,Advanced,Intermediate,Intermediate
657,male,group D,some high school,standard,none,69.0,66.0,61.0,Intermediate,Intermediate,Intermediate
658,female,group D,associate's degree,free/reduced,none,43.0,60.0,58.0,Elementary,Intermediate,Intermediate
659,male,group D,associate's degree,standard,none,90.0,87.0,85.0,Advanced,Advanced,Advanced
660,male,group C,some college,free/reduced,none,74.0,77.0,73.0,Intermediate,Advanced,Intermediate
661,male,group C,some high school,standard,none,73.0,66.0,63.0,Intermediate,Intermediate,Intermediate
662,female,group D,some college,free/reduced,none,55.0,71.0,69.0,Intermediate,Intermediate,Intermediate
663,female,group C,high school,standard,none,65.0,69.0,67.0,Intermediate,Intermediate,Intermediate
664,male,group D,associate's degree,standard,none,80.0,63.0,63.0,Advanced,Intermediate,Intermediate
665,female,group C,some high school,free/reduced,completed,50.0,60.0,60.0,Intermediate,Intermediate,Intermediate
666,female,group C,some college,free/reduced,completed,63.0,73.0,71.0,Intermediate,Intermediate,Intermediate
667,female,group B,bachelor's degree,free/reduced,none,77.0,85.0,87.0,Advanced,Advanced,Advanced
668,male,group C,some college,standard,none,73.0,74.0,61.0,Intermediate,Intermediate,Intermediate
669,male,group D,associate's degree,standard,completed,81.0,72.0,77.0,Advanced,Intermediate,Advanced
670,female,group C,high school,free/reduced,none,66.0,76.0,68.0,Intermediate,Advanced,Intermediate
671,male,group D,associate's degree,free/reduced,none,52.0,57.0,50.0,Intermediate,Intermediate,Intermediate
672,female,group C,some college,standard,none,69.0,78.0,76.0,Intermediate,Advanced,Advanced
673,female,group C,associate's degree,standard,completed,65.0,84.0,84.0,Intermediate,Advanced,Advanced
674,female,group D,high school,standard,completed,69.0,77.0,78.0,Intermediate,Advanced,Advanced
675,female,group B,some college,standard,completed,50.0,64.0,66.0,Intermediate,Intermediate,Intermediate
676,female,group E,some college,standard,completed,73.0,78.0,76.0,Intermediate,Advanced,Advanced
677,female,group C,some high school,standard,completed,70.0,82.0,76.0,Intermediate,Advanced,Advanced
678,male,group D,associate's degree,free/reduced,none,81.0,75.0,78.0,Advanced,Intermediate,Advanced
679,male,group D,some college,free/reduced,none,63.0,61.0,60.0,Intermediate,Intermediate,Intermediate
680,female,group D,high school,standard,none,67.0,72.0,74.0,Intermediate,Intermediate,Intermediate
681,male,group B,high school,standard,none,60.0,68.0,60.0,Intermediate,Intermediate,Intermediate
682,male,group B,high school,standard,none,62.0,55.0,54.0,Intermediate,Intermediate,Intermediate
683,female,group C,some high school,free/reduced,completed,29.0,40.0,44.0,Elementary,Elementary,Elementary
684,male,group B,some college,standard,completed,62.0,66.0,68.0,Intermediate,Intermediate,Intermediate
685,female,group E,master's degree,standard,completed,94.0,99.0,100.0,Master,Master,Master
686,male,group E,some college,standard,completed,85.0,75.0,68.0,Advanced,Intermediate,Intermediate
687,male,group D,associate's degree,free/reduced,none,77.0,78.0,73.0,Advanced,Advanced,Intermediate
688,male,group A,high school,free/reduced,none,53.0,58.0,44.0,Intermediate,Intermediate,Elementary
689,male,group E,some college,free/reduced,none,93.0,90.0,83.0,Master,Advanced,Advanced
690,female,group C,associate's degree,standard,none,49.0,53.0,53.0,Intermediate,Intermediate,Intermediate
691,female,group E,associate's degree,free/reduced,none,73.0,76.0,78.0,Intermediate,Advanced,Advanced
692,female,group C,bachelor's degree,free/reduced,completed,66.0,74.0,81.0,Intermediate,Intermediate,Advanced
693,female,group D,associate's degree,standard,none,77.0,77.0,73.0,Advanced,Advanced,Intermediate
694,female,group C,some high school,standard,none,49.0,63.0,56.0,Intermediate,Intermediate,Intermediate
695,female,group D,some college,free/reduced,none,79.0,89.0,86.0,Advanced,Advanced,Advanced
696,female,group C,associate's degree,standard,completed,75.0,82.0,90.0,Intermediate,Advanced,Advanced
697,female,group A,bachelor's degree,standard,none,59.0,72.0,70.0,Intermediate,Intermediate,Intermediate
698,female,group D,associate's degree,standard,completed,57.0,78.0,79.0,Intermediate,Advanced,Advanced
699,male,group C,high school,free/reduced,none,66.0,66.0,59.0,Intermediate,Intermediate,Intermediate
700,female,group E,bachelor's degree,standard,completed,79.0,81.0,82.0,Advanced,Advanced,Advanced
701,female,group B,some high school,standard,none,57.0,67.0,72.0,Intermediate,Intermediate,Intermediate
702,male,group A,bachelor's degree,standard,completed,87.0,84.0,87.0,Advanced,Advanced,Advanced
703,female,group D,some college,standard,none,63.0,64.0,67.0,Intermediate,Intermediate,Intermediate
704,female,group B,some high school,free/reduced,completed,59.0,63.0,64.0,Intermediate,Intermediate,Intermediate
705,male,group A,bachelor's degree,free/reduced,none,62.0,72.0,65.0,Intermediate,Intermediate,Intermediate
706,male,group D,high school,standard,none,46.0,34.0,36.0,Intermediate,Elementary,Elementary
707,male,group C,some college,standard,none,66.0,59.0,52.0,Intermediate,Intermediate,Intermediate
708,male,group D,high school,standard,none,89.0,87.0,79.0,Advanced,Advanced,Advanced
709,female,group D,associate's degree,free/reduced,completed,42.0,61.0,58.0,Elementary,Intermediate,Intermediate
710,male,group C,some college,standard,completed,93.0,84.0,90.0,Master,Advanced,Advanced
711,female,group E,some high school,standard,completed,80.0,85.0,85.0,Advanced,Advanced,Advanced
712,female,group D,some college,standard,none,98.0,100.0,99.0,Master,Master,Master
713,male,group D,master's degree,standard,none,81.0,81.0,84.0,Advanced,Advanced,Advanced
714,female,group B,some high school,standard,completed,60.0,70.0,74.0,Intermediate,Intermediate,Intermediate
715,female,group B,associate's degree,free/reduced,completed,76.0,94.0,87.0,Advanced,Master,Advanced
716,male,group C,associate's degree,standard,completed,73.0,78.0,72.0,Intermediate,Advanced,Intermediate
717,female,group C,associate's degree,standard,completed,96.0,96.0,99.0,Master,Master,Master
718,female,group C,high school,standard,none,76.0,76.0,74.0,Advanced,Advanced,Intermediate
719,male,group E,associate's degree,free/reduced,completed,91.0,73.0,80.0,Master,Intermediate,Advanced
720,female,group C,some college,free/reduced,none,62.0,72.0,70.0,Intermediate,Intermediate,Intermediate
721,male,group D,some high school,free/reduced,completed,55.0,59.0,59.0,Intermediate,Intermediate,Intermediate
722,female,group B,some high school,free/reduced,completed,74.0,90.0,88.0,Intermediate,Advanced,Advanced
723,male,group C,high school,standard,none,50.0,48.0,42.0,Intermediate,Intermediate,Elementary
724,male,group B,some college,standard,none,47.0,43.0,41.0,Intermediate,Elementary,Elementary
725,male,group E,some college,standard,completed,81.0,74.0,71.0,Advanced,Intermediate,Intermediate
726,female,group E,associate's degree,standard,completed,65.0,75.0,77.0,Intermediate,Intermediate,Advanced
727,male,group E,some high school,standard,completed,68.0,51.0,57.0,Intermediate,Intermediate,Intermediate
728,female,group D,high school,free/reduced,none,73.0,92.0,84.0,Intermediate,Master,Advanced
729,male,group C,some college,standard,none,53.0,39.0,37.0,Intermediate,Elementary,Elementary
730,female,group B,associate's degree,free/reduced,completed,68.0,77.0,80.0,Intermediate,Advanced,Advanced
731,male,group A,some high school,free/reduced,none,55.0,46.0,43.0,Intermediate,Intermediate,Elementary
732,female,group C,some college,standard,completed,87.0,89.0,94.0,Advanced,Advanced,Master
733,male,group D,some high school,standard,none,55.0,47.0,44.0,Intermediate,Intermediate,Elementary
734,female,group E,some college,free/reduced,none,53.0,58.0,57.0,Intermediate,Intermediate,Intermediate
735,male,group C,master's degree,standard,none,67.0,57.0,59.0,Intermediate,Intermediate,Intermediate
736,male,group C,associate's degree,standard,none,92.0,79.0,84.0,Master,Advanced,Advanced
737,female,group B,some college,free/reduced,completed,53.0,66.0,73.0,Intermediate,Intermediate,Intermediate
738,male,group D,associate's degree,standard,none,81.0,71.0,73.0,Advanced,Intermediate,Intermediate
739,male,group C,high school,free/reduced,none,61.0,60.0,55.0,Intermediate,Intermediate,Intermediate
740,male,group D,bachelor's degree,standard,none,80.0,73.0,72.0,Advanced,Intermediate,Intermediate
741,female,group A,associate's degree,free/reduced,none,37.0,57.0,56.0,Elementary,Intermediate,Intermediate
742,female,group C,high school,standard,none,81.0,84.0,82.0,Advanced,Advanced,Advanced
743,female,group C,associate's degree,standard,completed,59.0,73.0,72.0,Intermediate,Intermediate,Intermediate
744,male,group B,some college,free/reduced,none,55.0,55.0,47.0,Intermediate,Intermediate,Intermediate
745,male,group D,associate's degree,standard,none,72.0,79.0,74.0,Intermediate,Advanced,Intermediate
746,male,group D,high school,standard,none,69.0,75.0,71.0,Intermediate,Intermediate,Intermediate
747,male,group C,some college,standard,none,69.0,64.0,68.0,Intermediate,Intermediate,Intermediate
748,female,group C,bachelor's degree,free/reduced,none,50.0,60.0,59.0,Intermediate,Intermediate,Intermediate
749,male,group B,some college,standard,completed,87.0,84.0,86.0,Advanced,Advanced,Advanced
750,male,group D,some high school,standard,completed,71.0,69.0,68.0,Intermediate,Intermediate,Intermediate
751,male,group E,some college,standard,none,68.0,72.0,65.0,Intermediate,Intermediate,Intermediate
752,male,group C,master's degree,free/reduced,completed,79.0,77.0,75.0,Advanced,Advanced,Intermediate
753,female,group C,some high school,standard,completed,77.0,90.0,85.0,Advanced,Advanced,Advanced
754,male,group C,associate's degree,free/reduced,none,58.0,55.0,53.0,Intermediate,Intermediate,Intermediate
755,female,group E,associate's degree,standard,none,84.0,95.0,92.0,Advanced,Master,Master
756,male,group D,some college,standard,none,55.0,58.0,52.0,Intermediate,Intermediate,Intermediate
757,male,group E,bachelor's degree,free/reduced,completed,70.0,68.0,72.0,Intermediate,Intermediate,Intermediate
758,female,group D,some college,free/reduced,completed,52.0,59.0,65.0,Intermediate,Intermediate,Intermediate
759,male,group B,some college,standard,completed,69.0,77.0,77.0,Intermediate,Advanced,Advanced
760,female,group C,high school,free/reduced,none,53.0,72.0,64.0,Intermediate,Intermediate,Intermediate
761,female,group D,some high school,standard,none,48.0,58.0,54.0,Intermediate,Intermediate,Intermediate
762,male,group D,some high school,standard,completed,78.0,81.0,86.0,Advanced,Advanced,Advanced
763,female,group B,high school,standard,none,62.0,62.0,63.0,Intermediate,Intermediate,Intermediate
764,male,group D,some college,standard,none,60.0,63.0,59.0,Intermediate,Intermediate,Intermediate
765,female,group B,high school,standard,none,74.0,72.0,72.0,Intermediate,Intermediate,Intermediate
766,female,group C,high school,standard,completed,58.0,75.0,77.0,Intermediate,Intermediate,Advanced
767,male,group B,high school,standard,completed,76.0,62.0,60.0,Advanced,Intermediate,Intermediate
768,female,group D,some high school,standard,none,68.0,71.0,75.0,Intermediate,Intermediate,Intermediate
769,male,group A,some college,free/reduced,none,58.0,60.0,57.0,Intermediate,Intermediate,Intermediate
770,male,group B,high school,standard,none,52.0,48.0,49.0,Intermediate,Intermediate,Intermediate
771,male,group D,bachelor's degree,standard,none,75.0,73.0,74.0,Intermediate,Intermediate,Intermediate
772,female,group B,some high school,free/reduced,completed,52.0,67.0,72.0,Intermediate,Intermediate,Intermediate
773,female,group C,bachelor's degree,free/reduced,none,62.0,78.0,79.0,Intermediate,Advanced,Advanced
774,male,group B,some college,standard,none,66.0,65.0,60.0,Intermediate,Intermediate,Intermediate
775,female,group B,some high school,free/reduced,none,49.0,58.0,55.0,Intermediate,Intermediate,Intermediate
776,female,group B,high school,standard,none,66.0,72.0,70.0,Intermediate,Intermediate,Intermediate
777,female,group C,some college,free/reduced,none,35.0,44.0,43.0,Elementary,Elementary,Elementary
778,female,group A,some college,standard,completed,72.0,79.0,82.0,Intermediate,Advanced,Advanced
779,male,group E,associate's degree,standard,completed,94.0,85.0,82.0,Master,Advanced,Advanced
780,female,group D,associate's degree,free/reduced,none,46.0,56.0,57.0,Intermediate,Intermediate,Intermediate
781,female,group B,master's degree,standard,none,77.0,90.0,84.0,Advanced,Advanced,Advanced
782,female,group B,high school,free/reduced,completed,76.0,85.0,82.0,Advanced,Advanced,Advanced
783,female,group C,associate's degree,standard,completed,52.0,59.0,62.0,Intermediate,Intermediate,Intermediate
784,male,group C,bachelor's degree,standard,completed,91.0,81.0,79.0,Master,Advanced,Advanced
785,female,group B,some high school,standard,completed,32.0,51.0,44.0,Elementary,Intermediate,Elementary
786,female,group E,some high school,free/reduced,none,72.0,79.0,77.0,Intermediate,Advanced,Advanced
787,female,group B,some college,standard,none,27.0,38.0,32.0,Elementary,Elementary,Elementary
788,male,group C,associate's degree,free/reduced,none,68.0,65.0,61.0,Intermediate,Intermediate,Intermediate
789,female,group C,master's degree,free/reduced,none,52.0,65.0,61.0,Intermediate,Intermediate,Intermediate
790,female,group B,high school,standard,none,48.0,62.0,60.0,Intermediate,Intermediate,Intermediate
791,female,group D,some college,free/reduced,none,60.0,66.0,70.0,Intermediate,Intermediate,Intermediate
792,male,group D,high school,free/reduced,none,66.0,74.0,69.0,Intermediate,Intermediate,Intermediate
793,male,group E,some high school,standard,completed,89.0,84.0,77.0,Advanced,Advanced,Advanced
794,female,group B,high school,standard,none,42.0,52.0,51.0,Elementary,Intermediate,Intermediate
795,female,group E,associate's degree,free/reduced,completed,57.0,68.0,73.0,Intermediate,Intermediate,Intermediate
796,male,group D,high school,standard,none,70.0,70.0,70.0,Intermediate,Intermediate,Intermediate
797,female,group E,associate's degree,free/reduced,none,70.0,84.0,81.0,Intermediate,Advanced,Advanced
798,male,group E,some college,standard,none,69.0,60.0,54.0,Intermediate,Intermediate,Intermediate
799,female,group C,associate's degree,standard,none,52.0,55.0,57.0,Intermediate,Intermediate,Intermediate
800,male,group C,some high school,standard,completed,67.0,73.0,68.0,Intermediate,Intermediate,Intermediate
801,male,group C,some high school,standard,completed,76.0,80.0,73.0,Advanced,Advanced,Intermediate
802,female,group E,associate's degree,standard,none,87.0,94.0,95.0,Advanced,Master,Master
803,female,group B,some college,standard,none,82.0,85.0,87.0,Advanced,Advanced,Advanced
804,female,group C,some college,standard,none,73.0,76.0,78.0,Intermediate,Advanced,Advanced
805,male,group A,some college,free/reduced,none,75.0,81.0,74.0,Intermediate,Advanced,Intermediate
806,female,group D,some college,free/reduced,none,64.0,74.0,75.0,Intermediate,Intermediate,Intermediate
807,female,group E,high school,free/reduced,none,41.0,45.0,40.0,Elementary,Elementary,Elementary
808,male,group C,high school,standard,none,90.0,75.0,69.0,Advanced,Intermediate,Intermediate
809,male,group B,bachelor's degree,standard,none,59.0,54.0,51.0,Intermediate,Intermediate,Intermediate
810,male,group A,some high school,standard,none,51.0,31.0,36.0,Intermediate,Elementary,Elementary
811,male,group A,high school,free/reduced,none,45.0,47.0,49.0,Elementary,Intermediate,Intermediate
812,female,group C,master's degree,standard,completed,54.0,64.0,67.0,Intermediate,Intermediate,Intermediate
813,male,group E,some high school,standard,completed,87.0,84.0,76.0,Advanced,Advanced,Advanced
814,female,group C,high school,standard,none,72.0,80.0,83.0,Intermediate,Advanced,Advanced
815,male,group B,some high school,standard,completed,94.0,86.0,87.0,Master,Advanced,Advanced
816,female,group A,bachelor's degree,standard,none,45.0,59.0,64.0,Elementary,Intermediate,Intermediate
817,male,group D,bachelor's degree,free/reduced,completed,61.0,70.0,76.0,Intermediate,Intermediate,Advanced
818,female,group B,high school,free/reduced,none,60.0,72.0,68.0,Intermediate,Intermediate,Intermediate
819,female,group C,some high school,standard,none,77.0,91.0,88.0,Advanced,Master,Advanced
820,female,group A,some high school,standard,completed,85.0,90.0,92.0,Advanced,Advanced,Master
821,female,group D,bachelor's degree,free/reduced,none,78.0,90.0,93.0,Advanced,Advanced,Master
822,male,group E,some college,free/reduced,completed,49.0,52.0,51.0,Intermediate,Intermediate,Intermediate
823,female,group B,high school,free/reduced,none,71.0,87.0,82.0,Intermediate,Advanced,Advanced
824,female,group C,some high school,free/reduced,none,48.0,58.0,52.0,Intermediate,Intermediate,Intermediate
825,male,group C,high school,standard,none,62.0,67.0,58.0,Intermediate,Intermediate,Intermediate
826,female,group C,associate's degree,free/reduced,completed,56.0,68.0,70.0,Intermediate,Intermediate,Intermediate
827,female,group C,some high school,standard,none,65.0,69.0,76.0,Intermediate,Intermediate,Advanced
828,female,group D,some high school,free/reduced,completed,69.0,86.0,81.0,Intermediate,Advanced,Advanced
829,male,group B,some high school,standard,none,68.0,54.0,53.0,Intermediate,Intermediate,Intermediate
830,female,group A,some college,free/reduced,none,61.0,60.0,57.0,Intermediate,Intermediate,Intermediate
831,female,group C,bachelor's degree,free/reduced,completed,74.0,86.0,89.0,Intermediate,Advanced,Advanced
832,male,group A,bachelor's degree,standard,none,64.0,60.0,58.0,Intermediate,Intermediate,Intermediate
833,female,group B,high school,standard,completed,77.0,82.0,89.0,Advanced,Advanced,Advanced
834,male,group B,some college,standard,none,58.0,50.0,45.0,Intermediate,Intermediate,Elementary
835,female,group C,high school,standard,completed,60.0,64.0,74.0,Intermediate,Intermediate,Intermediate
836,male,group E,high school,standard,none,73.0,64.0,57.0,Intermediate,Intermediate,Intermediate
837,female,group A,high school,standard,completed,75.0,82.0,79.0,Intermediate,Advanced,Advanced
838,male,group B,associate's degree,free/reduced,completed,58.0,57.0,53.0,Intermediate,Intermediate,Intermediate
839,female,group C,associate's degree,standard,none,66.0,77.0,73.0,Intermediate,Advanced,Intermediate
840,female,group D,high school,free/reduced,none,39.0,52.0,46.0,Elementary,Intermediate,Intermediate
841,male,group C,some high school,standard,none,64.0,58.0,51.0,Intermediate,Intermediate,Intermediate
842,female,group B,high school,free/reduced,completed,27.0,44.0,36.0,Elementary,Elementary,Elementary
843,male,group B,some college,free/reduced,completed,74.0,77.0,76.0,Intermediate,Advanced,Advanced
844,female,group D,some high school,free/reduced,completed,40.0,65.0,64.0,Elementary,Intermediate,Intermediate
845,male,group E,master's degree,standard,none,90.0,85.0,84.0,Advanced,Advanced,Advanced
846,male,group C,master's degree,standard,completed,91.0,85.0,85.0,Master,Advanced,Advanced
847,male,group D,high school,standard,none,64.0,54.0,50.0,Intermediate,Intermediate,Intermediate
848,female,group C,high school,standard,none,59.0,72.0,68.0,Intermediate,Intermediate,Intermediate
849,male,group D,associate's degree,standard,none,80.0,75.0,69.0,Advanced,Intermediate,Intermediate
850,male,group C,master's degree,standard,none,71.0,67.0,67.0,Intermediate,Intermediate,Intermediate
851,female,group A,high school,standard,none,61.0,68.0,63.0,Intermediate,Intermediate,Intermediate
852,female,group E,some college,standard,none,87.0,85.0,93.0,Advanced,Advanced,Master
853,male,group E,some high school,standard,none,82.0,67.0,61.0,Advanced,Intermediate,Intermediate
854,male,group C,some high school,standard,none,62.0,64.0,55.0,Intermediate,Intermediate,Intermediate
855,female,group B,bachelor's degree,standard,none,97.0,97.0,96.0,Master,Master,Master
856,male,group B,some college,free/reduced,none,75.0,68.0,65.0,Intermediate,Intermediate,Intermediate
857,female,group C,bachelor's degree,standard,none,65.0,79.0,81.0,Intermediate,Advanced,Advanced
858,male,group B,high school,standard,completed,52.0,49.0,46.0,Intermediate,Intermediate,Intermediate
859,male,group C,associate's degree,free/reduced,none,87.0,73.0,72.0,Advanced,Intermediate,Intermediate
860,female,group C,associate's degree,standard,none,53.0,62.0,53.0,Intermediate,Intermediate,Intermediate
861,female,group E,master's degree,free/reduced,none,81.0,86.0,87.0,Advanced,Advanced,Advanced
862,male,group D,bachelor's degree,free/reduced,completed,39.0,42.0,38.0,Elementary,Elementary,Elementary
863,female,group C,some college,standard,completed,71.0,71.0,80.0,Intermediate,Intermediate,Advanced
864,male,group C,associate's degree,standard,none,97.0,93.0,91.0,Master,Master,Master
865,male,group D,some college,standard,completed,82.0,82.0,88.0,Advanced,Advanced,Advanced
866,male,group C,high school,free/reduced,none,59.0,53.0,52.0,Intermediate,Intermediate,Intermediate
867,male,group B,associate's degree,standard,none,61.0,42.0,41.0,Intermediate,Elementary,Elementary
868,male,group E,associate's degree,free/reduced,completed,78.0,74.0,72.0,Advanced,Intermediate,Intermediate
869,male,group C,associate's degree,free/reduced,none,49.0,51.0,51.0,Intermediate,Intermediate,Intermediate
870,male,group B,high school,standard,none,59.0,58.0,47.0,Intermediate,Intermediate,Intermediate
871,female,group C,some college,standard,completed,70.0,72.0,76.0,Intermediate,Intermediate,Advanced
872,male,group B,associate's degree,standard,completed,82.0,84.0,78.0,Advanced,Advanced,Advanced
873,male,group E,associate's degree,free/reduced,none,90.0,90.0,82.0,Advanced,Advanced,Advanced
874,female,group C,bachelor's degree,free/reduced,none,43.0,62.0,61.0,Elementary,Intermediate,Intermediate
875,male,group C,some college,free/reduced,none,80.0,64.0,66.0,Advanced,Intermediate,Intermediate
876,male,group D,some college,standard,none,81.0,82.0,84.0,Advanced,Advanced,Advanced
877,male,group C,some high school,standard,none,57.0,61.0,54.0,Intermediate,Intermediate,Intermediate
878,female,group D,some high school,standard,none,59.0,72.0,80.0,Intermediate,Intermediate,Advanced
879,female,group D,associate's degree,standard,none,64.0,76.0,74.0,Intermediate,Advanced,Intermediate
880,male,group C,bachelor's degree,standard,completed,63.0,64.0,66.0,Intermediate,Intermediate,Intermediate
881,female,group E,bachelor's degree,standard,completed,71.0,70.0,70.0,Intermediate,Intermediate,Intermediate
882,female,group B,high school,free/reduced,none,64.0,73.0,71.0,Intermediate,Intermediate,Intermediate
883,male,group D,bachelor's degree,free/reduced,none,55.0,46.0,44.0,Intermediate,Intermediate,Elementary
884,female,group E,associate's degree,standard,none,51.0,51.0,54.0,Intermediate,Intermediate,Intermediate
885,female,group C,associate's degree,standard,completed,62.0,76.0,80.0,Intermediate,Advanced,Advanced
886,female,group E,associate's degree,standard,completed,93.0,100.0,95.0,Master,Master,Master
887,male,group C,high school,free/reduced,none,54.0,72.0,59.0,Intermediate,Intermediate,Intermediate
888,female,group D,some college,free/reduced,none,69.0,65.0,74.0,Intermediate,Intermediate,Intermediate
889,male,group D,high school,free/reduced,none,44.0,51.0,48.0,Elementary,Intermediate,Intermediate
890,female,group E,some college,standard,completed,86.0,85.0,91.0,Advanced,Advanced,Master
891,female,group E,associate's degree,standard,none,85.0,92.0,85.0,Advanced,Master,Advanced
892,female,group A,master's degree,free/reduced,none,50.0,67.0,73.0,Intermediate,Intermediate,Intermediate
893,male,group D,some high school,standard,completed,88.0,74.0,75.0,Advanced,Intermediate,Intermediate
894,female,group E,associate's degree,standard,none,59.0,62.0,69.0,Intermediate,Intermediate,Intermediate
895,female,group E,some high school,free/reduced,none,32.0,34.0,38.0,Elementary,Elementary,Elementary
896,male,group B,high school,free/reduced,none,36.0,29.0,27.0,Elementary,Elementary,Elementary
